@relation data_normalizado-weka.filters.unsupervised.instance.RemovePercentage-P80.0

@attribute severidade {[1.0],[0.0],[1.1]}
@attribute fase_dia numeric
@attribute condicao_metereologica numeric
@attribute tracado_via numeric
@attribute tipo_veiculo numeric
@attribute idade numeric
@attribute km numeric

@data
[1.0],0.9,0.9,0.8,0.9,0.4,0.0933
[1.0],0.9,0.9,0.8,0.7,0.2857,0.6684
[1.1],0.9,0.8,0.9,0.7,0.3857,0.5182
[1.1],0.9,0.8,0.9,0.7,0.6143,0.5182
[1.1],0.9,0.8,0.9,0.7,0.3714,0.5182
[1.0],0.9,0.8,0.8,0.7,0.3286,0.5847
[1.0],0.9,0.8,0.8,0.9,0.1,0.5847
[1.0],0.9,0.8,0.8,0.9,0.0714,0.5847
[1.0],0.9,0.8,0.8,0.7,0.2714,0.4403
[1.0],0.7,0.7,0.8,0.9,0.1571,0.0009
[1.0],0.5,0.8,0.8,0.7,0.1,0.8288
[0.0],0.9,0.8,0.8,0.7,0.2857,0.6208
[0.0],0.9,0.8,0.8,0.7,0.2714,0.6208
[0.0],0.7,0.8,0.8,0.7,0.3143,0.1438
[0.0],0.7,0.8,0.4,0.7,0.1286,0.672
[1.0],0.5,0.8,0.7,0.9,0.2,0.6088
[1.0],0.3,0.7,0.8,0.7,0.1857,0.5877
[1.0],0.3,0.7,0.8,0.9,0.4,0.5877
[1.1],0.9,0.8,0.3,0.9,0.0571,0.6169
[1.0],0.9,0.8,0.8,0.9,0.1429,0.6208
[1.0],0.9,0.8,0.9,0.7,0.8143,0.7797
[1.0],0.9,0.8,0.9,0.7,0.6571,0.7797
[0.0],0.9,0.8,0.8,0.7,0.0857,0.8417
[0.0],0.5,0.8,0.8,0.7,0.2143,0.1273
[0.0],0.5,0.8,0.8,0.7,0.3286,0.1273
[0.0],0.5,0.8,0.8,0.7,0.2429,0.1273
[1.0],0.9,0.8,0.8,0.9,0.2571,0.5396
[1.0],0.5,0.8,0.8,0.7,0.2571,0.2176
[1.0],0.5,0.8,0.8,0.7,0.1143,0.2176
[1.0],0.9,0.7,0.8,0.7,0.3857,0.8465
[1.0],0.9,0.7,0.8,0.7,0.3571,0.8465
[1.0],0.9,0.7,0.8,0.9,0.2714,0.6148
[1.0],0.9,0.7,0.8,0.9,0.1571,0.6148
[1.0],0.9,0.7,0.8,0.7,0.0857,0.6148
[1.0],0.9,0.7,0.9,0.7,0.6286,0.4243
[1.0],0.9,0.6,0.8,0.7,0.7,0.8646
[1.0],0.9,0.6,0.8,0.7,0.3857,0.8646
[1.0],0.9,0.9,0.8,0.7,0.3,0.991
[1.0],0.5,0.9,0.9,0.7,0.2714,0.3533
[1.0],0.5,0.9,0.9,0.7,0.3571,0.3533
[1.0],0.7,0.9,0.8,0.7,0.3,0.1017
[1.0],0.7,0.9,0.8,0.7,0.2429,0.1017
[1.0],0.7,0.9,0.8,0.7,0.0857,0.1017
[1.0],0.7,0.9,0.8,0.7,0.0286,0.1017
[1.0],0.7,0.9,0.8,0.7,0.3857,0.1017
[1.0],0.7,0.9,0.8,0.7,0.3857,0.1017
[1.0],0.9,0.7,0.8,0.7,0.2571,0.068
[1.0],0.9,0.7,0.8,0.7,0.0286,0.068
[1.0],0.9,0.7,0.8,0.7,0.5714,0.068
[1.0],0.9,0.7,0.8,0.7,0.5571,0.068
[0.0],0.9,0.5,0.6,0.7,0.4714,0.8194
[0.0],0.9,0.5,0.6,0.7,0.6143,0.8194
[1.0],0.9,0.7,0.8,0.7,0.2714,0.5697
[1.0],0.9,0.7,0.8,0.7,0.0143,0.5697
[1.0],0.7,0.9,0.8,0.7,0.1857,0.1029
[1.0],0.5,0.8,0.8,0.9,0.2143,0.6088
[1.0],0.7,0.8,0.8,0.7,0,0.7472
[1.0],0.7,0.8,0.8,0.7,0.3286,0.7472
[1.0],0.7,0.8,0.8,0.7,0.3714,0.7472
[1.0],0.7,0.8,0.8,0.7,0.0429,0.7472
[1.0],0.9,0.5,0.8,0.7,0.2571,0.034
[1.0],0.9,0.5,0.8,0.7,0.2143,0.034
[1.0],0.9,0.5,0.8,0.9,0.7857,0.6419
[1.0],0.9,0.8,0.8,0.7,0.6429,0.6025
[1.0],0.5,0.8,0.8,0.7,0.1143,0.2176
[1.0],0.9,0.7,0.8,0.7,0.3857,0.8465
[1.0],0.9,0.7,0.8,0.7,0.3571,0.8465
[1.0],0.9,0.7,0.8,0.9,0.2714,0.6148
[1.0],0.9,0.7,0.8,0.9,0.1571,0.6148
[1.0],0.9,0.7,0.8,0.7,0.0857,0.6148
[1.0],0.9,0.7,0.9,0.7,0.6286,0.4243
[1.0],0.9,0.6,0.8,0.7,0.7,0.8646
[1.0],0.9,0.6,0.8,0.7,0.3857,0.8646
[1.0],0.9,0.9,0.8,0.7,0.3,0.991
[1.0],0.5,0.9,0.9,0.7,0.2714,0.3533
[1.0],0.5,0.9,0.9,0.7,0.3571,0.3533
[1.0],0.7,0.9,0.8,0.7,0.3,0.1017
[1.0],0.7,0.9,0.8,0.7,0.2429,0.1017
[1.0],0.7,0.9,0.8,0.7,0.0857,0.1017
[1.0],0.7,0.9,0.8,0.7,0.0286,0.1017
[1.0],0.7,0.9,0.8,0.7,0.3857,0.1017
[1.0],0.7,0.9,0.8,0.7,0.3857,0.1017
[1.0],0.9,0.7,0.8,0.7,0.2571,0.068
[1.0],0.9,0.7,0.8,0.7,0.0286,0.068
[1.0],0.9,0.7,0.8,0.7,0.5714,0.068
[1.0],0.9,0.7,0.8,0.7,0.5571,0.068
[0.0],0.9,0.5,0.6,0.7,0.4714,0.8194
[0.0],0.9,0.5,0.6,0.7,0.6143,0.8194
[1.0],0.9,0.7,0.8,0.7,0.2714,0.5697
[1.0],0.9,0.7,0.8,0.7,0.0143,0.5697
[1.0],0.7,0.9,0.8,0.7,0.1857,0.1029
[1.0],0.5,0.8,0.8,0.9,0.2143,0.6088
[1.0],0.7,0.8,0.8,0.7,0,0.7472
[1.0],0.7,0.8,0.8,0.7,0.3286,0.7472
[1.0],0.7,0.8,0.8,0.7,0.3714,0.7472
[1.0],0.7,0.8,0.8,0.7,0.0429,0.7472
[1.0],0.9,0.5,0.8,0.7,0.2571,0.034
[1.0],0.9,0.5,0.8,0.7,0.2143,0.034
[1.0],0.9,0.5,0.8,0.9,0.7857,0.6419
[1.0],0.9,0.8,0.8,0.7,0.6429,0.6025
