@relation data_normalizado-weka.filters.unsupervised.instance.RemovePercentage-P20.0

@attribute severidade {[1.0],[0.0],[1.1]}
@attribute fase_dia numeric
@attribute condicao_metereologica numeric
@attribute tracado_via numeric
@attribute tipo_veiculo numeric
@attribute idade numeric
@attribute km numeric

@data
[0.0],0.7,0.3,0.9,0.5,0.2143,0.5366
[1.0],0.5,0.8,0.8,0.5,0.5429,0.2236
[1.0],0.7,0.7,0.8,0.5,0.3143,0.4746
[1.0],0.7,0.7,0.8,0.5,0.4,0.4746
[1.0],0.9,0.8,0.8,0.5,0.1429,0.693
[1.0],0.7,0.8,0.8,0.5,0.2571,0.0873
[1.0],0.9,0.8,0.8,0.5,0.7286,0.6524
[1.0],0.9,0.8,0.8,0.5,0.5714,0.6524
[1.0],0.5,0.8,0.8,0.5,0.2429,0.9639
[1.0],0.5,0.8,0.8,0.5,0.7857,0.9639
[0.0],0.9,0.7,0.8,0.5,0.3,0.5877
[0.0],0.9,0.7,0.8,0.5,0.1143,0.5877
[1.0],0.9,0.8,0.8,0.5,0.3429,0.6554
[1.0],0.9,0.8,0.8,0.5,0.2143,0.8044
[1.0],0.9,0.8,0.8,0.5,0.2429,0.8044
[1.0],0.9,0.8,0.8,0.5,0.4714,0.663
[1.1],0.7,0.8,0.8,0.5,0.2143,0.8255
[1.1],0.7,0.8,0.8,0.5,0.0429,0.8255
[1.0],0.9,0.8,0.6,0.5,0.2143,0.8044
[1.0],0.9,0.8,0.6,0.5,0.5857,0.8044
[1.0],0.9,0.8,0.6,0.5,0.5857,0.8044
[1.0],0.9,0.8,0.6,0.5,0.3286,0.8044
[1.0],0.9,0.5,0.8,0.5,0.2429,0.1754
[0.0],0.7,0.3,0.9,0.5,0.7,0.5275
[1.0],0.9,0.8,0.9,0.5,0.1286,0.6133
[1.1],0.9,0.8,0.8,0.5,0.2286,0.4192
[1.0],0.7,0.8,0.8,0.5,0.2286,0.4953
[0.0],0.9,0.8,0.8,0.5,0.3571,0.9458
[0.0],0.9,0.8,0.8,0.5,0.2286,0.9458
[0.0],0.5,0.8,0.8,0.5,0.5143,0.5787
[1.0],0.7,0.8,0.8,0.5,0.6,0.7872
[1.0],0.9,0.8,0.8,0.5,0.3143,0.669
[1.0],0.9,0.8,0.9,0.5,0.3143,0.6031
[1.0],0.9,0.8,0.9,0.5,0.6571,0.6031
[1.0],0.9,0.8,0.9,0.5,0.6857,0.6031
[1.0],0.9,0.8,0.8,0.5,0.3,0.994
[0.0],0.7,0.8,0.8,0.5,0.5571,0.7593
[0.0],0.7,0.8,0.9,0.5,0.3571,0.7893
[0.0],0.9,0.8,0.7,0.5,0.3,0.1213
[1.0],0.7,0.8,0.8,0.5,0.4857,0.3009
[1.0],0.9,0.7,0.8,0.5,0.3,0.687
[1.1],0.9,0.8,0.3,0.5,0.2571,0.9669
[0.0],0.7,0.8,0.8,0.5,0.2429,0.669
[0.0],0.7,0.8,0.8,0.5,0.4143,0.669
[1.0],0.9,0.8,0.8,0.5,0.6714,0.7743
[0.0],0.7,0.8,0.8,0.5,0.5857,0.5826
[1.1],0.7,0.8,0.8,0.5,0.3857,0.133
[1.0],0.9,0.8,0.8,0.5,0.3429,0.6205
[1.0],0.9,0.8,0.8,0.5,0.3286,0.4583
[1.1],0.9,0.8,0.8,0.5,0.3429,0.6223
[1.0],0.9,0.8,0.9,0.5,0.6143,0.6148
[0.0],0.9,0.8,0.8,0.5,0.6571,0.8736
[1.1],0.9,0.4,0.8,0.5,0.4429,0.235
[0.0],0.7,0.8,0.8,0.5,0.2571,0.6178
[0.0],0.9,0.7,0.8,0.5,0.2571,0.5609
[1.0],0.9,0.8,0.8,0.5,0.4286,0.1077
[1.0],0.9,0.8,0.8,0.5,0.4857,0.1077
[1.0],0.9,0.8,0.8,0.5,0.1,0.1393
[1.0],0.7,0.8,0.8,0.5,0.3286,0.5576
[0.0],0.7,0.8,0.8,0.5,0.5286,0.7222
[1.0],0.9,0.8,0.8,0.5,0.2714,0.2416
[0.0],0.7,0.8,0.9,0.5,0.5,0.5555
[0.0],0.9,0.8,0.8,0.5,0.6,0.4989
[1.0],0.9,0.8,0.8,0.5,0.3429,0.034
[1.0],0.9,0.8,0.9,0.5,0.3714,0.7322
[0.0],0.9,0.5,0.6,0.5,0.1286,0.6043
[0.0],0.9,0.5,0.6,0.5,0.4571,0.6043
[1.0],0.9,0.8,0.8,0.5,0.4286,0.6073
[1.0],0.9,0.8,0.8,0.5,0.2429,0.6509
[1.0],0.9,0.8,0.8,0.5,0.3571,0.6509
[1.0],0.7,0.8,0.8,0.5,0.6714,0.669
[1.0],0.7,0.8,0.8,0.5,0.4571,0.8646
[1.0],0.7,0.8,0.8,0.5,0.3143,0.8646
[1.1],0.9,0.8,0.8,0.5,0.5286,0.3079
[1.1],0.9,0.8,0.8,0.5,0.4,0.3079
[1.0],0.9,0.5,0.8,0.5,0.3,0.5366
[0.0],0.7,0.8,0.8,0.5,0.1571,0.5787
[1.0],0.9,0.5,0.7,0.5,0.2857,0.7081
[1.0],0.9,0.5,0.7,0.5,0.2,0.7081
[1.0],0.9,0.5,0.7,0.5,0.3571,0.7081
[1.0],0.9,0.8,0.8,0.5,0.4571,0.1995
[1.0],0.9,0.8,0.9,0.5,0.2143,0.3054
[1.0],0.3,0.8,0.8,0.5,0.4143,0.0852
[1.1],0.9,0.8,0.8,0.5,0.6143,0.4815
[0.0],0.9,0.5,0.8,0.5,0.6286,0.6148
[0.0],0.9,0.5,0.8,0.5,0.1857,0.6148
[1.0],0.9,0.8,0.8,0.5,0.5714,0.7201
[0.0],0.7,0.8,0.7,0.5,0.1857,0.6058
[0.0],0.9,0.7,0.8,0.5,0.3714,0.591
[1.0],0.5,0.8,0.8,0.5,0.2571,0.3891
[0.0],0.9,0.9,0.6,0.5,0.7,0.6013
[1.1],0.9,0.8,0.8,0.5,0.3571,0.4598
[1.1],0.9,0.7,0.8,0.5,0.4429,0.1077
[1.1],0.9,0.7,0.8,0.5,0.1286,0.1077
[1.1],0.9,0.7,0.8,0.5,0.0714,0.1077
[1.0],0.9,0.8,0.8,0.5,0.5,0.5215
[0.0],0.5,0.8,0.8,0.5,0.3143,0.6539
[0.0],0.5,0.8,0.8,0.5,0.5857,0.6539
[1.0],0.9,0.8,0.8,0.5,0.7857,0.545
[0.0],0.7,0.8,0.8,0.5,0.2571,0.5811
[1.0],0.7,0.8,0.8,0.5,0.4143,0.6208
[1.0],0.9,0.5,0.9,0.5,0.3429,0.4553
[0.0],0.9,0.8,0.8,0.5,0.4571,0.5787
[1.0],0.9,0.8,0.8,0.5,0.3143,0.5772
[1.0],0.9,0.9,0.8,0.5,0.3143,0.8796
[1.1],0.9,0.8,0.8,0.5,0.4,0.0475
[1.1],0.9,0.8,0.8,0.5,0.4857,0.6028
[1.0],0.9,0.8,0.8,0.5,0.5143,0.8646
[1.1],0.9,0.6,0.8,0.5,0.3143,0.5005
[1.1],0.9,0.7,0.8,0.5,0.3143,0.1791
[1.0],0.9,0.5,0.8,0.5,0.1857,0.6299
[1.0],0.7,0.8,0.5,0.5,0.5714,0.8676
[1.0],0.7,0.8,0.5,0.5,0.4857,0.8676
[1.0],0.7,0.8,0.9,0.5,0.2714,0.7081
[0.0],0.7,0.7,0.8,0.5,0.1143,0.4427
[1.0],0.9,0.9,0.5,0.5,0.6143,0.8856
[1.0],0.9,0.9,0.5,0.5,0.4571,0.8856
[1.1],0.7,0.8,0.8,0.5,0.7714,0.5155
[1.1],0.7,0.8,0.8,0.5,0.0857,0.5155
[0.0],0.7,0.7,0.8,0.5,0.3143,0.681
[0.0],0.7,0.7,0.8,0.5,0.2429,0.666
[1.0],0.7,0.8,0.8,0.5,0.4,0.9525
[1.0],0.7,0.8,0.8,0.5,0.3143,0.9525
[1.1],0.9,0.7,0.8,0.5,0.6714,0.5441
[1.0],0.9,0.9,0.8,0.5,0.6143,0.6028
[0.0],0.9,0.8,0.6,0.5,0.4571,0.6208
[0.0],0.9,0.8,0.6,0.5,0.2571,0.6208
[1.0],0.9,0.8,0.8,0.5,0.6857,0.0069
[1.0],0.9,0.8,0.8,0.5,0.4429,0.4649
[1.0],0.9,0.9,0.8,0.5,0.3,0.6058
[1.0],0.9,0.9,0.8,0.5,0.4143,0.6058
[1.0],0.5,0.9,0.6,0.5,0.6571,0.6046
[1.0],0.9,0.8,0.2,0.5,0.6857,0.6259
[1.0],0.9,0.8,0.7,0.5,0.5857,0.9654
[1.0],0.9,0.5,0.8,0.5,0.1571,0.4794
[1.0],0.9,0.5,0.8,0.5,0.2429,0.4794
[1.0],0.9,0.5,0.8,0.5,0.5286,0.4794
[1.0],0.9,0.7,0.8,0.7,0.1714,0.6768
[1.0],0.7,0.8,0.9,0.7,0.0429,0.2928
[1.0],0.7,0.8,0.9,0.7,0.0286,0.2928
[1.0],0.7,0.8,0.9,0.7,0.6286,0.2928
[1.0],0.9,0.7,0.8,0.7,0.2429,0.6208
[1.0],0.9,0.7,0.8,0.9,0.6429,0.6208
[1.0],0.9,0.8,0.8,0.5,0.5143,0.6506
[1.0],0.9,0.8,0.8,0.5,0.5143,0.6506
[1.0],0.5,0.7,0.8,0.9,0.1429,0.5336
[1.0],0.5,0.7,0.8,0.9,0.0857,0.5336
[1.0],0.9,0.8,0.9,0.7,0.1429,0.6166
[1.0],0.9,0.8,0.9,0.7,0.4857,0.6166
[1.0],0.9,0.9,0.8,0.7,0.5286,0.9669
[1.0],0.9,0.9,0.8,0.7,0.2714,0.9669
[1.0],0.9,0.9,0.8,0.7,0.2,0.9669
[0.0],0.9,0.8,0.8,0.7,0.3429,0.6118
[1.0],0.9,0.7,0.8,0.7,0.4,0.5393
[1.0],0.9,0.7,0.8,0.7,0.4286,0.5393
[1.0],0.9,0.7,0.8,0.7,0.4,0.5393
[1.0],0.9,0.8,0.8,0.9,0.4429,0.6178
[1.0],0.7,0.7,0.8,0.5,0.4429,0.6338
[1.0],0.7,0.7,0.8,0.9,0.2286,0.6338
[1.0],0.7,0.8,0.8,0.7,0.2286,0.0497
[1.0],0.7,0.8,0.8,0.7,0.2857,0.0497
[1.0],0.9,0.8,0.8,0.7,0.3143,0.5787
[1.0],0.9,0.8,0.8,0.7,0.2143,0.5787
[1.0],0.9,0.8,0.8,0.9,0.4,0.5787
[1.0],0.9,0.8,0.8,0.7,0.3429,0.375
[1.0],0.9,0.8,0.8,0.7,0.3143,0.375
[1.0],0.7,0.8,0.8,0.7,0.9,0.3088
[1.0],0.9,0.8,0.5,0.7,0.3143,0.5727
[1.0],0.9,0.5,0.8,0.9,0.3429,0.4824
[1.0],0.9,0.5,0.8,0.7,0.5857,0.4824
[0.0],0.5,0.9,0.8,0.7,0.1714,0.6289
[1.0],0.9,0.5,0.8,0.9,0.1143,0.6599
[1.0],0.9,0.5,0.8,0.9,0.0571,0.6599
[1.0],0.9,0.5,0.8,0.7,0.5857,0.6599
[1.0],0.9,0.8,0.8,0.9,0.4714,0.6028
[1.0],0.9,0.8,0.8,0.9,0.4,0.6028
[1.0],0.9,0.8,0.8,0.7,0.1571,0.5787
[1.0],0.9,0.8,0.8,0.7,0.1714,0.6028
[1.0],0.9,0.8,0.8,0.9,0.4571,0.6028
[1.0],0.9,0.8,0.3,0.7,0.3286,0.9973
[1.0],0.7,0.8,0.9,0.7,0.2286,0.9383
[0.0],0.9,0.8,0.8,0.7,0.2143,0.6118
[1.0],0.7,0.8,0.8,0.9,0.1429,0.6058
[1.0],0.7,0.8,0.8,0.9,0.2,0.6058
[1.0],0.9,0.8,0.8,0.7,0.5143,0.2537
[1.0],0.9,0.8,0.8,0.7,0.0286,0.2537
[1.0],0.9,0.8,0.8,0.7,0.0286,0.2537
[1.0],0.9,0.8,0.8,0.7,0.0286,0.2537
[1.0],0.9,0.8,0.8,0.9,0.4714,0.5667
[0.0],0.9,0.8,0.8,0.7,0.2,0.6148
[1.0],0.9,0.9,0.9,0.7,0.4286,0.6774
[1.0],0.9,0.9,0.9,0.7,0.2,0.6774
[0.0],0.9,0.8,0.8,0.7,0.3,0.5998
[0.0],0.9,0.8,0.8,0.7,0.0714,0.5998
[1.0],0.9,0.9,0.8,0.7,0.3857,0.5727
[1.0],0.9,0.9,0.8,0.7,0.3857,0.5727
[1.0],0.7,0.8,0.9,0.9,0.2,0.5998
[1.0],0.9,0.9,0.8,0.7,0.5286,0.7412
[1.0],0.9,0.9,0.8,0.7,0.3429,0.7412
[1.0],0.9,0.8,0.8,0.9,0.1143,0.573
[1.0],0.9,0.5,0.8,0.7,0.6571,0.4493
[1.0],0.9,0.5,0.8,0.7,0.5286,0.4493
[1.0],0.9,0.6,0.7,0.9,0.1286,0.6058
[1.0],0.9,0.8,0.8,0.2,0.4714,0.681
[1.0],0.9,0.9,0.9,0.7,0,0.7653
[1.0],0.9,0.9,0.9,0.7,0.3714,0.7653
[1.0],0.9,0.8,0.8,0.9,0.3714,0.5967
[1.0],0.9,0.8,0.8,0.9,0.1429,0.5967
[1.0],0.9,0.9,0.6,0.7,0.2714,0.7081
[1.0],0.9,0.9,0.6,0.7,0.5143,0.7081
[1.0],0.7,0.9,0.8,0.5,0.3,0.1484
[1.0],0.7,0.9,0.8,0.5,0.0857,0.1484
[1.0],0.7,0.9,0.8,0.5,0.0429,0.1484
[1.0],0.7,0.9,0.8,0.5,0.1,0.1484
[1.0],0.7,0.9,0.8,0.5,0.3286,0.1484
[1.0],0.7,0.9,0.8,0.5,0.0714,0.1484
[1.0],0.7,0.9,0.8,0.5,0.1,0.1484
[1.0],0.7,0.9,0.8,0.5,0.5429,0.1484
[1.0],0.9,0.8,0.8,0.7,0.2714,0.6106
[1.0],0.9,0.7,0.6,0.7,0.1286,0.7999
[1.0],0.9,0.7,0.6,0.7,0.1286,0.7999
[1.0],0.9,0.7,0.6,0.7,0.0714,0.7999
[1.0],0.9,0.8,0.8,0.7,0.3714,0.5516
[1.0],0.9,0.8,0.8,0.7,0.3714,0.5516
[1.0],0.9,0.8,0.8,0.9,0.2571,0.2859
[1.0],0.9,0.8,0.8,0.7,0.1,0.2859
[1.1],0.9,0.8,0.8,0.7,0.1714,0.5796
[1.1],0.9,0.8,0.8,0.7,0.3143,0.5796
[1.1],0.9,0.8,0.8,0.7,0.2143,0.5796
[1.0],0.9,0.8,0.7,0.7,0.2286,0.9958
[1.0],0.9,0.8,0.7,0.7,0.0714,0.9958
[1.0],0.9,0.8,0.7,0.9,0.2571,0.9958
[1.0],0.7,0.7,0.9,0.7,0.1286,0.2564
[1.0],0.9,0.7,0.8,0.7,0.4714,0.6205
[1.0],0.9,0.7,0.8,0.9,0.3286,0.6205
[1.0],0.9,0.8,0.8,0.7,0.3857,0.6148
[1.0],0.9,0.8,0.8,0.7,0.3286,0.6148
[1.0],0.9,0.8,0.8,0.7,0.3143,0.6148
[1.0],0.9,0.8,0.8,0.7,0.2429,0.6148
[1.0],0.9,0.8,0.8,0.7,0.2429,0.6148
[1.0],0.9,0.8,0.8,0.7,0.3857,0.6148
[1.1],0.7,0.9,0.8,0.7,0.2857,0.9187
[1.0],0.9,0.7,0.9,0.7,0.1857,0.78
[1.0],0.9,0.7,0.9,0.7,0.2857,0.78
[0.0],0.7,0.7,0.8,0.7,0.4143,0.6178
[0.0],0.7,0.7,0.8,0.7,0.4143,0.6178
[1.0],0.9,0.9,0.9,0.7,0.1143,0.5275
[1.0],0.9,0.9,0.8,0.9,0.1143,0.2356
[1.0],0.3,0.8,0.8,0.7,0.2429,0.5787
[1.0],0.3,0.8,0.8,0.7,0.3286,0.5787
[1.0],0.7,0.8,0.8,0.9,0.5857,0.5998
[1.0],0.9,0.8,0.9,0.7,0.1143,0.8583
[1.0],0.9,0.8,0.9,0.7,0.2714,0.8583
[1.0],0.5,0.9,0.8,0.7,0.8429,0.9203
[1.0],0.5,0.9,0.8,0.7,0.3571,0.9203
[1.0],0.5,0.9,0.8,0.7,0.3571,0.9203
[1.0],0.7,0.8,0.8,0.9,0.4714,0.5636
[0.0],0.9,0.8,0.8,0.7,0.7571,0.6031
[0.0],0.9,0.8,0.8,0.7,0.4143,0.6031
[0.0],0.9,0.8,0.8,0.7,0.1857,0.6031
[0.0],0.9,0.8,0.8,0.7,0.1,0.6031
[1.0],0.9,0.7,0.9,0.7,0.3,0.7893
[1.0],0.7,0.8,0.8,0.7,0.5714,0.1785
[1.0],0.7,0.8,0.8,0.7,0.1571,0.1785
[1.0],0.9,0.8,0.5,0.7,0.2,0.5751
[1.0],0.9,0.8,0.5,0.9,0.3857,0.5751
[1.0],0.9,0.8,0.5,0.9,0.4,0.5751
[1.0],0.9,0.6,0.8,0.7,0.5857,0.693
[1.0],0.9,0.6,0.8,0.7,0.1714,0.693
[1.1],0.9,0.9,0.9,0.7,0.0429,0.1815
[1.1],0.9,0.9,0.9,0.7,0.2429,0.1815
[1.1],0.7,0.3,0.8,0.7,0.5286,0.4643
[1.0],0.9,0.5,0.8,0.9,0.1,0.5757
[1.0],0.9,0.5,0.8,0.7,0.0714,0.5757
[1.1],0.5,0.8,0.8,0.7,0.1286,0.6488
[1.1],0.5,0.8,0.8,0.7,0.0286,0.6488
[1.1],0.5,0.8,0.8,0.7,0.0714,0.6488
[1.1],0.5,0.8,0.8,0.7,0.0286,0.6488
[1.0],0.9,0.8,0.8,0.7,0.2571,0.7472
[1.0],0.9,0.5,0.8,0.7,0.3714,0.6058
[1.0],0.9,0.5,0.8,0.9,0.0857,0.6058
[1.0],0.9,0.5,0.8,0.9,0.0857,0.6058
[1.0],0.9,0.7,0.8,0.7,0.2571,0.2341
[0.0],0.9,0.9,0.8,0.7,0.4143,0.4884
[1.1],0.7,0,0.8,0.7,0.3857,0.2344
[1.1],0.7,0,0.8,0.7,0.4,0.2344
[1.1],0.7,0,0.8,0.7,0.0714,0.2344
[1.1],0.7,0,0.8,0.7,0.1143,0.2344
[1.0],0.7,0.7,0.8,0.7,0.1857,0.4746
[1.0],0.7,0.7,0.8,0.7,0.1429,0.4746
[1.0],0.9,0.7,0.8,0.7,0.2429,0.4914
[1.0],0.9,0.7,0.8,0.7,0.5143,0.4914
[1.0],0.7,0.8,0.8,0.7,0.0857,0.5727
[1.0],0.7,0.8,0.8,0.7,0.0429,0.5727
[1.0],0.7,0.8,0.8,0.7,0.0571,0.5727
[1.0],0.9,0.8,0.8,0.7,0.2,0.693
[1.0],0.9,0.8,0.8,0.7,0.4,0.693
[1.1],0.9,0.8,0.8,0.7,0.2,0.4373
[1.1],0.9,0.8,0.8,0.7,0.2143,0.4373
[1.1],0.9,0.8,0.8,0.7,0.3429,0.4373
[0.0],0.7,0.8,0.9,0.7,0.2143,0.6208
[0.0],0.7,0.8,0.9,0.7,0.2571,0.6208
[1.0],0.7,0.8,0.8,0.7,0.4143,0.0873
[1.0],0.7,0.8,0.8,0.7,0.3429,0.0873
[1.0],0.7,0.8,0.8,0.7,0.5286,0.0873
[1.0],0.7,0.8,0.8,0.7,0.0857,0.0873
[1.0],0.7,0.8,0.8,0.7,0.5857,0.0873
[1.0],0.9,0.8,0.8,0.9,0,0.6991
[1.0],0.9,0.9,0.9,0.7,0.3286,0.6088
[1.0],0.9,0.7,0.8,0.7,0.6857,0.6085
[1.0],0.9,0.7,0.8,0.9,0.1,0.6085
[1.0],0.9,0.5,0.9,0.7,0.5143,0.7322
[1.0],0.9,0.5,0.8,0.7,0.3857,0.7532
[1.0],0.9,0.8,0.8,0.7,0.1571,0.1303
[1.0],0.9,0.8,0.8,0.7,0.2143,0.1303
[1.0],0.9,0.8,0.8,0.7,0.9,0.1303
[1.0],0.9,0.8,0.8,0.7,0.2714,0.1303
[1.0],0.9,0.8,0.8,0.7,0.7429,0.1303
[1.0],0.9,0.8,0.8,0.7,0.2,0.8255
[1.0],0.9,0.5,0.8,0.5,0.1571,0.5366
[1.0],0.9,0.5,0.8,0.5,0.0571,0.5366
[1.0],0.9,0.5,0.8,0.5,0.0571,0.5366
[1.0],0.9,0.5,0.8,0.5,0.2286,0.5366
[1.0],0.9,0.5,0.8,0.5,0.1,0.5366
[1.0],0.9,0.5,0.8,0.5,0.0714,0.5366
[0.0],0.9,0.8,0.8,0.7,0.2714,0.5185
[1.0],0.9,0.5,0.7,0.9,0.6143,0.6208
[1.0],0.9,0.5,0.7,0.7,0.3571,0.6208
[1.0],0.9,0.5,0.9,0.7,0.3286,0.5552
[1.0],0.7,0.8,0.8,0.7,0.0571,0.8586
[0.0],0.9,0.7,0.8,0.7,0.5857,0.5877
[1.0],0.9,0.7,0.6,0.7,0.3286,0.8104
[1.0],0.9,0.7,0.6,0.7,0.2143,0.8104
[1.0],0.9,0.7,0.6,0.7,0.5714,0.8104
[1.0],0.9,0.7,0.6,0.7,0.2,0.8104
[1.0],0.9,0.7,0.8,0.9,0.6,0.5817
[1.0],0.7,0.8,0.8,0.7,0.1857,0.5667
[1.0],0.9,0.8,0.8,0.7,0.6429,0.6178
[1.0],0.9,0.8,0.8,0.7,0.0714,0.6058
[1.0],0.9,0.8,0.8,0.9,0.1286,0.6058
[1.0],0.9,0.8,0.8,0.7,0.2,0.6058
[1.0],0.9,0.8,0.8,0.9,0.2143,0.6058
[1.0],0.3,0.6,0.8,0.9,0.2429,0.0828
[1.0],0.9,0.8,0.8,0.7,0.3714,0.6554
[1.0],0.9,0.8,0.8,0.7,0.4571,0.6554
[1.0],0.9,0.8,0.8,0.7,0.4143,0.6554
[1.0],0.9,0.8,0.8,0.7,0.3143,0.8044
[1.0],0.9,0.8,0.8,0.7,0.2857,0.8044
[1.0],0.9,0.8,0.8,0.7,0.2429,0.8044
[1.0],0.3,0.8,0.5,0.9,0.3714,0.6169
[1.0],0.9,0.8,0.8,0.7,0.2143,0.663
[1.0],0.9,0.8,0.8,0.7,0.5714,0.9639
[1.0],0.9,0.8,0.8,0.7,0.5429,0.9639
[1.0],0.9,0.8,0.8,0.7,0.1,0.1995
[1.0],0.9,0.8,0.8,0.7,0.0286,0.1995
[1.0],0.9,0.8,0.8,0.7,0.0286,0.1995
[1.0],0.9,0.8,0.8,0.7,0.0857,0.5245
[1.0],0.9,0.8,0.8,0.7,0.1286,0.5245
[1.0],0.7,0.8,0.9,0.7,0.0714,0.9871
[0.0],0.7,0.9,0.8,0.7,0.5429,0.1363
[0.0],0.7,0.9,0.8,0.7,0.5571,0.1363
[1.0],0.9,0.5,0.9,0.9,0.3571,0.6148
[1.0],0.9,0.5,0.8,0.7,0.2857,0.1754
[1.0],0.9,0.7,0.8,0.7,0.4571,0.0129
[1.0],0.9,0.7,0.8,0.7,0,0.0129
[1.0],0.9,0.7,0.8,0.7,0.3429,0.0129
[1.0],0.9,0.5,0.8,0.7,0.1429,0.5817
[1.0],0.9,0.5,0.8,0.9,0.3,0.5817
[1.0],0.7,0.8,0.8,0.7,0.5857,0.483
[1.0],0.7,0.8,0.8,0.7,0.1571,0.483
[1.0],0.7,0.8,0.8,0.7,0.8429,0.483
[1.0],0.7,0.8,0.8,0.7,0.6571,0.483
[1.0],0.9,0.8,0.8,0.9,0.5143,0.6148
[1.0],0.9,0.8,0.8,0.7,0.6,0.6148
[1.0],0.9,0.8,0.9,0.7,0.0714,0.6133
[1.0],0.9,0.8,0.8,0.7,0.6,0.5727
[1.0],0.9,0.8,0.8,0.9,0.2857,0.5727
[1.0],0.9,0.8,0.8,0.9,0.1286,0.5727
[1.1],0.9,0.8,0.8,0.7,0.1143,0.4192
[1.1],0.9,0.8,0.8,0.7,0.1143,0.4192
[1.1],0.9,0.8,0.8,0.7,0.6429,0.4192
[1.1],0.9,0.8,0.8,0.7,0.1,0.4192
[1.1],0.9,0.8,0.8,0.7,0.0714,0.4192
[1.1],0.9,0.8,0.8,0.7,0.1,0.4192
[1.0],0.9,0.8,0.8,0.7,0.4429,0.3024
[1.0],0.9,0.8,0.8,0.7,0.4857,0.3024
[1.0],0.9,0.8,0.8,0.7,0.0429,0.3024
[1.0],0.9,0.8,0.8,0.7,0.0429,0.3024
[1.0],0.7,0.8,0.8,0.7,0.2714,0.8104
[1.0],0.9,0.8,0.7,0.9,0.0571,0.6274
[1.0],0.9,0.8,0.7,0.9,0.6857,0.6274
[1.0],0.7,0.8,0.9,0.7,0.4,0.5245
[1.1],0.9,0.8,0.8,0.7,0.6,0.8203
[1.1],0.9,0.8,0.8,0.7,0.3,0.8203
[1.1],0.9,0.8,0.8,0.7,0.3286,0.8203
[1.0],0.7,0.8,0.8,0.7,0.1571,0.7713
[1.0],0.7,0.8,0.8,0.7,0.5,0.7713
[1.0],0.9,0.8,0.8,0.7,0.1429,0.8417
[1.0],0.9,0.8,0.8,0.7,0.4429,0.8417
[1.0],0.9,0.5,0.8,0.9,0.1429,0.6058
[1.0],0.3,0.6,0.8,0.7,0.1429,0.5998
[1.0],0.3,0.6,0.8,0.7,0.4429,0.5998
[1.0],0.3,0.6,0.8,0.9,0.0857,0.5998
[0.0],0.7,0.8,0.3,0.7,0.4143,0.9753
[0.0],0.7,0.8,0.3,0.7,0.5286,0.9753
[1.0],0.7,0.8,0.9,0.9,0.2857,0.6268
[1.0],0.9,0.5,0.8,0.9,0.3286,0.0506
[1.0],0.7,0.3,0.6,0.9,0.4143,0.5727
[1.0],0.7,0.3,0.6,0.9,0.3857,0.5727
[1.0],0.5,0.8,0.8,0.9,0.1714,0.6208
[1.0],0.5,0.8,0.8,0.9,0.2571,0.6208
[1.0],0.5,0.8,0.8,0.7,0.1571,0.6208
[1.0],0.9,0.8,0.8,0.7,0.3143,0.4583
[1.0],0.7,0.8,0.8,0.7,0.1429,0.6178
[1.0],0.7,0.8,0.8,0.9,0.1714,0.6178
[1.0],0.9,0.8,0.8,0.7,0.2429,0.6136
[1.0],0.9,0.8,0.8,0.7,0.4429,0.6136
[1.0],0.9,0.8,0.8,0.9,0.2286,0.6136
[1.0],0.7,0.8,0.8,0.7,0.3143,0.7872
[1.0],0.7,0.8,0.8,0.7,0.6571,0.7872
[1.0],0.9,0.5,0.8,0.7,0.4286,0.7502
[1.0],0.9,0.5,0.8,0.7,0.5429,0.7502
[1.0],0.9,0.5,0.8,0.7,0.8143,0.7502
[1.0],0.9,0.8,0.8,0.7,0.8143,0.5486
[1.0],0.9,0.8,0.8,0.7,0.7,0.5486
[1.0],0.9,0.8,0.8,0.7,0.1286,0.8044
[1.0],0.7,0.8,0.9,0.7,0.2857,0.811
[1.0],0.9,0.8,0.8,0.7,0.1,0.4944
[1.0],0.9,0.8,0.8,0.7,0.0857,0.4944
[1.0],0.9,0.8,0.8,0.7,0.1286,0.4944
[1.0],0.9,0.8,0.8,0.7,0.4,0.4944
[1.0],0.9,0.8,0.8,0.7,0.4,0.4944
[1.0],0.7,0.8,0.9,0.7,0.1714,0.0671
[1.0],0.7,0.8,0.9,0.7,0.1429,0.0671
[1.0],0.7,0.8,0.9,0.7,0.1571,0.0671
[1.0],0.9,0.8,0.8,0.9,0.3,0.6921
[1.0],0.9,0.8,0.8,0.9,0.2429,0.6921
[1.0],0.9,0.5,0.8,0.7,0.1857,0.5847
[1.0],0.9,0.5,0.8,0.7,0.3429,0.5847
[1.0],0.9,0.5,0.8,0.7,0.0429,0.5847
[1.0],0.9,0.5,0.8,0.7,0.1571,0.5847
[1.0],0.9,0.5,0.8,0.7,0.1714,0.5847
[1.0],0.9,0.8,0.8,0.7,0.2429,0.994
[0.0],0.9,0.5,0.8,0.7,0.4429,0.5974
[1.0],0.9,0.8,0.8,0.9,0.3429,0.5727
[1.0],0.9,0.8,0.8,0.7,0.2571,0.5727
[1.0],0.9,0.8,0.8,0.7,0.2286,0.5907
[1.0],0.9,0.8,0.8,0.7,0.4,0.5907
[1.0],0.9,0.8,0.8,0.7,0.2571,0.5907
[1.0],0.9,0.8,0.8,0.7,0.1714,0.5907
