classificacao_acidente,fase_dia,condicao_metereologica,tracado_via,tipo_veiculo,idade,km
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Ônibus,"0,5286","0,2808"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Ônibus,"0,8286","0,2808"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Ônibus,"0,6286","0,2808"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Ônibus,"0,2857","0,2808"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Ônibus,"0,4","0,2808"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Ônibus,"0,4714","0,2808"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Ônibus,"0,3571","0,2808"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Ônibus,"0,4","0,2808"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Ônibus,"0,9","0,2808"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Ônibus,"0,0571","0,2808"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Ônibus,"0,0286","0,2808"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Ônibus,"0,8857","0,2808"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Ônibus,"0,0571","0,2808"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Ônibus,"0,6286","0,2808"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Ônibus,"0,0143","0,2808"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Ônibus,"0,0571","0,2808"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Ônibus,"0,9143","0,2808"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Ônibus,"0,3857","0,2808"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Ônibus,"0,6571","0,2808"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Ônibus,"0,6857","0,2808"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Ônibus,"0,5857","0,2808"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Ônibus,"0,0571","0,2808"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Ônibus,"0,0571","0,2808"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Ônibus,"0,7429","0,2808"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Ônibus,"0,6571","0,2808"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Ônibus,"0,6429","0,2808"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Ônibus,"0,8429","0,2808"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Ônibus,"0,3714","0,2808"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Ônibus,"0,4","0,2808"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Ônibus,"0,3143","0,2808"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Ônibus,"0,4143","0,2808"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Ônibus,"0,0143","0,2808"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Ônibus,"0,7714","0,2808"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Ônibus,"0,3429","0,2808"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Ônibus,"0,3143","0,2808"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Ônibus,"0,8","0,2808"
Com Vítimas Feridas,Pleno dia,Sol,Reta,Camioneta,"0,7714","0,2898"
Com Vítimas Feridas,Pleno dia,Sol,Reta,Automóvel,"0,2714","0,2898"
Com Vítimas Feridas,Pleno dia,Sol,Reta,Automóvel,"0,4857","0,2898"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Automóvel,"0,1857","0,5817"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Automóvel,"0,5","0,5817"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Automóvel,"0,7857","0,5817"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Caminhonete,"0,5","0,5817"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Caminhonete,"0,4429","0,5817"
Com Vítimas Feridas,Amanhecer,Céu Claro,Reta,Automóvel,"0,6","0,5757"
Com Vítimas Feridas,Pleno dia,Céu Claro,Declive,Automóvel,"0,1714","0,5955"
Com Vítimas Feridas,Pleno dia,Sol,Curva,Motocicleta,"0,1571","0,5068"
Com Vítimas Feridas,Pleno dia,Sol,Curva,Caminhonete,"0,2571","0,5068"
Com Vítimas Feridas,Pleno dia,Sol,Curva,Caminhonete,"0,2857","0,5068"
Com Vítimas Feridas,Pleno dia,Céu Claro,Declive,Automóvel,"0,1286","0,2477"
Com Vítimas Feridas,Pleno dia,Céu Claro,Declive,Automóvel,"0,0429","0,2477"
Com Vítimas Feridas,Pleno dia,Céu Claro,Declive,Automóvel,"0,6429","0,2477"
Com Vítimas Feridas,Pleno dia,Céu Claro,Declive,Caminhonete,"0,3143","0,2477"
Com Vítimas Feridas,Pleno dia,Céu Claro,Declive,Caminhonete,"0,4","0,2477"
Com Vítimas Feridas,Pleno dia,Céu Claro,Declive,Automóvel,"0,8571","0,2055"
Sem Vítimas,Plena Noite,Céu Claro,Reta,Automóvel,"0,2571","0,7502"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Bicicleta,"0,0429","0,2116"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Automóvel,"0,5143","0,2116"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Automóvel,"0,5","0,2116"
Com Vítimas Feridas,Pleno dia,Sol,Reta,Automóvel,"0,2857","0,2477"
Com Vítimas Feridas,Pleno dia,Sol,Reta,Motocicleta,"0,5429","0,2477"
Com Vítimas Feridas,Anoitecer,Céu Claro,Reta,Bicicleta,"0,3857","0,6317"
Com Vítimas Feridas,Plena Noite,Céu Claro,Declive,Automóvel,"0,2857","0,1303"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,1714","0,4406"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,0857","0,4406"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,7714","0,4406"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,6714","0,4406"
Com Vítimas Feridas,Anoitecer,Garoa/Chuvisco,Reta,Motocicleta,"0,1143","0,6178"
Com Vítimas Feridas,Pleno dia,Céu Claro,Curva,Automóvel,"0,5429","0,9293"
Com Vítimas Fatais,Plena Noite,Céu Claro,Reta,Ônibus,"0,0571","0,6545"
Com Vítimas Fatais,Plena Noite,Céu Claro,Reta,Ônibus,"0,2714","0,6545"
Com Vítimas Fatais,Plena Noite,Céu Claro,Reta,Ônibus,"0,3","0,6545"
Com Vítimas Fatais,Plena Noite,Céu Claro,Reta,Ônibus,"0,2","0,6545"
Com Vítimas Fatais,Plena Noite,Céu Claro,Reta,Ônibus,"0,5571","0,6545"
Com Vítimas Fatais,Plena Noite,Céu Claro,Reta,Ônibus,"0,4","0,6545"
Com Vítimas Fatais,Plena Noite,Céu Claro,Reta,Ônibus,"0,4286","0,6545"
Com Vítimas Fatais,Plena Noite,Céu Claro,Reta,Ônibus,"0,1714","0,6545"
Com Vítimas Fatais,Plena Noite,Céu Claro,Reta,Ônibus,"0,0429","0,6545"
Com Vítimas Fatais,Plena Noite,Céu Claro,Reta,Ônibus,"0,5286","0,6545"
Com Vítimas Fatais,Plena Noite,Céu Claro,Reta,Ônibus,"0,2286","0,6545"
Com Vítimas Fatais,Plena Noite,Céu Claro,Reta,Ônibus,"0,0857","0,6545"
Com Vítimas Fatais,Plena Noite,Céu Claro,Reta,Ônibus,"0,8571","0,6545"
Com Vítimas Fatais,Plena Noite,Céu Claro,Reta,Ônibus,"0,4286","0,6545"
Com Vítimas Fatais,Plena Noite,Céu Claro,Reta,Ônibus,"0,0429","0,6545"
Com Vítimas Fatais,Plena Noite,Céu Claro,Reta,Ônibus,"0,5286","0,6545"
Com Vítimas Fatais,Plena Noite,Céu Claro,Reta,Ônibus,"0,3857","0,6545"
Com Vítimas Fatais,Plena Noite,Céu Claro,Reta,Ônibus,"0,4143","0,6545"
Com Vítimas Fatais,Plena Noite,Céu Claro,Reta,Ônibus,"0,6143","0,6545"
Com Vítimas Fatais,Plena Noite,Céu Claro,Reta,Ônibus,"0,4714","0,6545"
Com Vítimas Fatais,Plena Noite,Céu Claro,Reta,Ônibus,"0,4571","0,6545"
Com Vítimas Fatais,Plena Noite,Céu Claro,Reta,Ônibus,"0,0571","0,6545"
Com Vítimas Fatais,Plena Noite,Céu Claro,Reta,Ônibus,"0,3857","0,6545"
Com Vítimas Fatais,Plena Noite,Céu Claro,Reta,Ônibus,"0,2","0,6545"
Com Vítimas Fatais,Plena Noite,Céu Claro,Reta,Ônibus,"0,2","0,6545"
Com Vítimas Fatais,Plena Noite,Céu Claro,Reta,Ônibus,"0,2","0,6545"
Com Vítimas Fatais,Plena Noite,Céu Claro,Reta,Ônibus,"0,0571","0,6545"
Com Vítimas Fatais,Plena Noite,Céu Claro,Reta,Ônibus,"0,2571","0,6545"
Sem Vítimas,Plena Noite,Céu Claro,Reta,Ônibus,"0,3429","0,7352"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,3429","0,8872"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,4","0,8872"
Com Vítimas Feridas,Pleno dia,Nublado,Aclive,Motocicleta,"0,0857","0,0021"
Com Vítimas Feridas,Pleno dia,Nublado,Aclive,Motocicleta,"0,4286","0,0021"
Com Vítimas Feridas,Pleno dia,Céu Claro,Declive,Caminhonete,"0,4286","0,8044"
Com Vítimas Feridas,Pleno dia,Sol,Reta,Bicicleta,"0,4571","0,6404"
Com Vítimas Feridas,Plena Noite,Céu Claro,Interseção de Vias,Caminhonete,"0,2714","0,5757"
Com Vítimas Feridas,Plena Noite,Céu Claro,Interseção de Vias,Automóvel,"0,4143","0,5757"
Com Vítimas Feridas,Plena Noite,Céu Claro,Interseção de Vias,Motoneta,"0,1429","0,5757"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Motocicleta,"0,6286","0,6148"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Motocicleta,"0,6714","0,6148"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,2714","0,4222"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,5714","0,4222"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,8143","0,4222"
Sem Vítimas,Pleno dia,Céu Claro,Aclive,Automóvel,"0,1286","0,2507"
Sem Vítimas,Pleno dia,Céu Claro,Aclive,Automóvel,"0,5","0,2507"
Sem Vítimas,Pleno dia,Céu Claro,Aclive,Automóvel,"0,3143","0,2507"
Sem Vítimas,Pleno dia,Céu Claro,Aclive,Automóvel,"0,8571","0,2507"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Automóvel,"0,1286","0,5787"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Automóvel,"0,1429","0,5787"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Ônibus,"0,5714","0,5787"
Sem Vítimas,Pleno dia,Céu Claro,Declive,Micro-ônibus,"0,5429","0,5456"
Com Vítimas Fatais,Pleno dia,Céu Claro,Reta,Automóvel,"0,4143","0,2928"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Motocicleta,0,"0,5504"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Caminhonete,"0,4","0,5504"
Com Vítimas Feridas,Pleno dia,Céu Claro,Curva,Caminhonete,"0,1857","0,7111"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Automóvel,"0,4571","0,4764"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Automóvel,"0,3714","0,4764"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Automóvel,"0,2571","0,4764"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Automóvel,"0,4429","0,4764"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Automóvel,"0,5429","0,4764"
Com Vítimas Fatais,Plena Noite,Céu Claro,Reta,Automóvel,"0,3286","0,2191"
Com Vítimas Fatais,Plena Noite,Céu Claro,Reta,Automóvel,"0,6714","0,2191"
Com Vítimas Feridas,Pleno dia,Nublado,Aclive,Caminhonete,"0,2143","0,4728"
Com Vítimas Feridas,Pleno dia,Nublado,Aclive,Caminhonete,"0,5714","0,4728"
Com Vítimas Feridas,Pleno dia,Nublado,Aclive,Caminhonete,"0,4286","0,4728"
Com Vítimas Feridas,Pleno dia,Nublado,Aclive,Camioneta,"0,2857","0,4728"
Com Vítimas Feridas,Pleno dia,Nublado,Aclive,Automóvel,"0,4143","0,4728"
Com Vítimas Feridas,Pleno dia,Nublado,Aclive,Automóvel,"0,9143","0,4728"
Com Vítimas Feridas,Pleno dia,Céu Claro,Aclive,Automóvel,"0,1143","0,7382"
Com Vítimas Feridas,Pleno dia,Sol,Reta,Motocicleta,"0,0714","0,5667"
Com Vítimas Feridas,Pleno dia,Sol,Interseção de Vias,Automóvel,"0,5714","0,3085"
Com Vítimas Feridas,Pleno dia,Sol,Interseção de Vias,Automóvel,"0,9","0,3085"
Com Vítimas Feridas,Pleno dia,Sol,Interseção de Vias,Automóvel,"0,4429","0,3085"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Camioneta,"0,1857","0,5757"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Motocicleta,"0,4143","0,5757"
Com Vítimas Fatais,Pleno dia,Céu Claro,Declive,Automóvel,"0,3286","0,1466"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Motocicleta,"0,0571","0,4282"
Com Vítimas Feridas,Pleno dia,Chuva,Aclive,Automóvel,"0,1857","0,6205"
Com Vítimas Feridas,Pleno dia,Nublado,Curva,Automóvel,"0,5","0,4433"
Com Vítimas Feridas,Pleno dia,Nublado,Curva,Automóvel,"0,4286","0,4433"
Com Vítimas Feridas,Pleno dia,Sol,Reta,Automóvel,"0,5","0,1321"
Com Vítimas Feridas,Pleno dia,Sol,Reta,Caminhonete,"0,4571","0,1321"
Com Vítimas Feridas,Anoitecer,Céu Claro,Retorno Regulamentado,Motocicleta,"0,1143","0,6299"
Com Vítimas Feridas,Pleno dia,Sol,Reta,Automóvel,"0,2286","0,666"
Com Vítimas Feridas,Plena Noite,Céu Claro,Viaduto,Automóvel,"0,5","0,5847"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,2857","0,6464"
Com Vítimas Feridas,Amanhecer,Céu Claro,Curva,Automóvel,"0,2714","0,5149"
Com Vítimas Feridas,Amanhecer,Céu Claro,Curva,Automóvel,"0,2286","0,5149"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Motoneta,"0,0857","0,6028"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Automóvel,"0,4429","0,6118"
Com Vítimas Feridas,Pleno dia,Céu Claro,Aclive,Motoneta,"0,3143","0,5967"
Com Vítimas Feridas,Pleno dia,Céu Claro,Aclive,Automóvel,"0,6571","0,5967"
Com Vítimas Feridas,Amanhecer,Céu Claro,Reta,Motocicleta,"0,0857","0,6028"
Com Vítimas Feridas,Amanhecer,Céu Claro,Reta,Automóvel,"0,1143","0,6028"
Com Vítimas Feridas,Plena Noite,Céu Claro,Rotatória,Automóvel,"0,1571","0,5757"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Motocicleta,"0,4143","0,5606"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,2143","0,5609"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,2429","0,5609"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,2429","0,232"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,2571","0,232"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,1429","0,232"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,1143","0,232"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Motocicleta,"0,1143","0,04"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,6286","0,6028"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Motoneta,"0,5","0,6028"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,7143","0,5492"
Com Vítimas Feridas,Plena Noite,Céu Claro,Aclive,Automóvel,"0,3429","0,6028"
Com Vítimas Feridas,Pleno dia,Sol,Aclive,Automóvel,"0,2571","0,6028"
Com Vítimas Feridas,Pleno dia,Sol,Aclive,Motocicleta,"0,1429","0,6028"
Com Vítimas Fatais,Plena Noite,Céu Claro,Reta,Automóvel,"0,7857","0,7984"
Com Vítimas Feridas,Pleno dia,Sol,Retorno Regulamentado,Motocicleta,"0,3","0,6289"
Com Vítimas Fatais,Plena Noite,Céu Claro,Reta,Automóvel,"0,4857","0,3951"
Com Vítimas Feridas,Anoitecer,Céu Claro,Reta,Automóvel,"0,3857","0,6199"
Com Vítimas Feridas,Anoitecer,Céu Claro,Reta,Automóvel,"0,0857","0,6199"
Com Vítimas Feridas,Anoitecer,Céu Claro,Reta,Motocicleta,"0,1429","0,6199"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Caminhonete,"0,3571","0,6178"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Automóvel,"0,1857","0,6178"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Caminhonete,"0,2714","0,6178"
Com Vítimas Feridas,Plena Noite,Céu Claro,Retorno Regulamentado,Automóvel,"0,4","0,6332"
Com Vítimas Feridas,Plena Noite,Garoa/Chuvisco,Reta,Caminhonete,"0,0429","0,0674"
Com Vítimas Feridas,Plena Noite,Garoa/Chuvisco,Reta,Caminhonete,"0,1","0,0674"
Com Vítimas Feridas,Pleno dia,Sol,Rotatória,Motocicleta,"0,7286","0,6214"
Com Vítimas Feridas,Pleno dia,Sol,Rotatória,Automóvel,"0,5571","0,6214"
Com Vítimas Feridas,Pleno dia,Sol,Reta,Automóvel,"0,4143","0,3139"
Com Vítimas Feridas,Pleno dia,Sol,Reta,Automóvel,"0,5","0,3139"
Com Vítimas Feridas,Pleno dia,Sol,Reta,Automóvel,"0,6429","0,3139"
Com Vítimas Feridas,Pleno dia,Sol,Reta,Automóvel,"0,5571","0,3139"
Com Vítimas Feridas,Pleno dia,Sol,Reta,Automóvel,"0,4857","0,3139"
Com Vítimas Feridas,Plena Noite,Céu Claro,Declive,Automóvel,"0,7857","0,2477"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Motocicleta,"0,1286","0,0683"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Automóvel,"0,0714","0,5983"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Motocicleta,"0,3","0,5983"
Sem Vítimas,Plena Noite,Céu Claro,Reta,Automóvel,"0,1571","0,5967"
Sem Vítimas,Plena Noite,Céu Claro,Reta,Automóvel,"0,1143","0,5967"
Sem Vítimas,Plena Noite,Céu Claro,Reta,Caminhonete,"0,2571","0,5967"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Caminhonete,"0,6429","0,9293"
Com Vítimas Feridas,Pleno dia,Chuva,Curva,Automóvel,"0,1714","0,7743"
Sem Vítimas,Plena Noite,Nublado,Reta,Automóvel,"0,3429","0,3981"
Sem Vítimas,Plena Noite,Nublado,Reta,Automóvel,"0,2857","0,3981"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Motocicleta,"0,1429","0,6178"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,1429","0,6178"
Com Vítimas Feridas,Plena Noite,Nublado,Reta,Automóvel,"0,1714","0,6235"
Com Vítimas Feridas,Plena Noite,Nublado,Reta,Automóvel,"0,1857","0,6235"
Com Vítimas Feridas,Plena Noite,Nublado,Reta,Automóvel,"0,1714","0,6235"
Com Vítimas Feridas,Plena Noite,Nublado,Reta,Automóvel,"0,1143","0,6235"
Sem Vítimas,Pleno dia,Sol,Reta,Caminhonete,"0,3571","0,7839"
Sem Vítimas,Pleno dia,Sol,Reta,Caminhonete,"0,2143","0,7839"
Com Vítimas Feridas,Pleno dia,Céu Claro,Interseção de Vias,Automóvel,"0,6143","0,0933"
Com Vítimas Feridas,Plena Noite,Chuva,Reta,Automóvel,"0,2286","0,7737"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Motocicleta,"0,0571","0,5697"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,4714","0,1282"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,0857","0,1282"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,4714","0,1282"
Com Vítimas Feridas,Pleno dia,Chuva,Aclive,Motocicleta,"0,0571","0,0521"
Com Vítimas Feridas,Pleno dia,Chuva,Aclive,Caminhonete,"0,3286","0,0521"
Com Vítimas Feridas,Pleno dia,Nublado,Reta,Automóvel,"0,2857","0,6175"
Com Vítimas Feridas,Pleno dia,Nublado,Reta,Automóvel,"0,4857","0,6175"
Com Vítimas Feridas,Pleno dia,Nublado,Reta,Automóvel,"0,6429","0,6175"
Com Vítimas Feridas,Pleno dia,Nublado,Reta,Motocicleta,"0,3714","0,6175"
Com Vítimas Feridas,Plena Noite,Chuva,Reta,Automóvel,"0,3","0,6178"
Com Vítimas Feridas,Pleno dia,Chuva,Curva,Automóvel,"0,1857","0,3539"
Com Vítimas Feridas,Pleno dia,Chuva,Curva,Automóvel,"0,1429","0,3539"
Com Vítimas Feridas,Pleno dia,Chuva,Curva,Automóvel,"0,2143","0,3539"
Com Vítimas Feridas,Pleno dia,Chuva,Curva,Automóvel,"0,1857","0,3539"
Sem Vítimas,Pleno dia,Chuva,Reta,Automóvel,"0,5429","0,6028"
Sem Vítimas,Pleno dia,Chuva,Reta,Ônibus,"0,3286","0,6028"
Com Vítimas Feridas,Pleno dia,Chuva,Aclive,Automóvel,"0,1714","0,6768"
Com Vítimas Feridas,Plena Noite,Chuva,Curva,Automóvel,"0,1143","0,9296"
Com Vítimas Feridas,Plena Noite,Céu Claro,Curva,Motocicleta,"0,1429","0,6265"
Com Vítimas Feridas,Pleno dia,Nublado,Interseção de Vias,Motocicleta,"0,4429","0,6088"
Com Vítimas Feridas,Pleno dia,Chuva,Reta,Automóvel,"0,1","0,5697"
Com Vítimas Feridas,Pleno dia,Chuva,Reta,Automóvel,"0,1429","0,5697"
Com Vítimas Feridas,Pleno dia,Nublado,Interseção de Vias,Caminhonete,"0,1286","0,4824"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Motocicleta,"0,5143","0,5784"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Motocicleta,"0,0571","0,5784"
Com Vítimas Feridas,Plena Noite,Chuva,Curva,Camioneta,"0,2714","0,1815"
Com Vítimas Feridas,Plena Noite,Chuva,Curva,Camioneta,"0,2571","0,1815"
Com Vítimas Feridas,Plena Noite,Chuva,Curva,Camioneta,"0,6714","0,1815"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,3571","0,613"
Com Vítimas Feridas,Pleno dia,Chuva,Reta,Caminhonete,"0,5857","0,7653"
Com Vítimas Feridas,Pleno dia,Chuva,Reta,Caminhonete,"0,5571","0,7653"
Com Vítimas Fatais,Amanhecer,Nevoeiro/Neblina,Reta,Automóvel,"0,2571","0,5462"
Com Vítimas Fatais,Amanhecer,Nevoeiro/Neblina,Reta,Motocicleta,"0,3714","0,5462"
Com Vítimas Feridas,Anoitecer,Nublado,Reta,Motocicleta,"0,1571","0,5992"
Com Vítimas Feridas,Anoitecer,Nublado,Reta,Automóvel,"0,2714","0,5992"
Com Vítimas Feridas,Pleno dia,Nublado,Reta,Motocicleta,"0,0429","0,5817"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Caminhonete,"0,3429","0,2507"
Com Vítimas Feridas,Pleno dia,Nublado,Reta,Motocicleta,"0,2","0,5877"
Com Vítimas Feridas,Pleno dia,Nublado,Reta,Motocicleta,"0,2286","0,5877"
Com Vítimas Feridas,Pleno dia,Nublado,Reta,Caminhonete,"0,2429","0,5877"
Com Vítimas Feridas,Pleno dia,Sol,Reta,Automóvel,"0,2286","0,7231"
Sem Vítimas,Pleno dia,Sol,Curva,Automóvel,"0,5286","0,5998"
Sem Vítimas,Pleno dia,Sol,Curva,Automóvel,"0,1286","0,5998"
Com Vítimas Feridas,Pleno dia,Chuva,Reta,Automóvel,"0,2571","0,5396"
Com Vítimas Feridas,Pleno dia,Chuva,Reta,Automóvel,"0,2714","0,5396"
Com Vítimas Feridas,Pleno dia,Chuva,Reta,Automóvel,"0,6429","0,5396"
Com Vítimas Feridas,Plena Noite,Chuva,Reta,Caminhonete,"0,4857","0,04"
Com Vítimas Feridas,Plena Noite,Chuva,Reta,Automóvel,"0,4286","0,04"
Com Vítimas Feridas,Pleno dia,Chuva,Reta,Motoneta,"0,4","0,0933"
Com Vítimas Feridas,Pleno dia,Chuva,Reta,Automóvel,"0,2857","0,6684"
Com Vítimas Fatais,Pleno dia,Céu Claro,Curva,Caminhonete,"0,3857","0,5182"
Com Vítimas Fatais,Pleno dia,Céu Claro,Curva,Automóvel,"0,6143","0,5182"
Com Vítimas Fatais,Pleno dia,Céu Claro,Curva,Automóvel,"0,3714","0,5182"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,3286","0,5847"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Motocicleta,"0,1","0,5847"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Motocicleta,"0,0714","0,5847"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,2714","0,4403"
Com Vítimas Feridas,Plena Noite,Nublado,Reta,Motocicleta,"0,1571","0,0009"
Com Vítimas Feridas,Amanhecer,Céu Claro,Reta,Automóvel,"0,1","0,8288"
Sem Vítimas,Pleno dia,Céu Claro,Reta,Caminhonete,"0,2857","0,6208"
Sem Vítimas,Pleno dia,Céu Claro,Reta,Automóvel,"0,2714","0,6208"
Sem Vítimas,Plena Noite,Céu Claro,Reta,Automóvel,"0,3143","0,1438"
Sem Vítimas,Plena Noite,Céu Claro,Retorno Regulamentado,Automóvel,"0,1286","0,672"
Com Vítimas Feridas,Amanhecer,Céu Claro,Interseção de Vias,Motocicleta,"0,2","0,6088"
Com Vítimas Feridas,Anoitecer,Nublado,Reta,Automóvel,"0,1857","0,5877"
Com Vítimas Feridas,Anoitecer,Nublado,Reta,Motocicleta,"0,4","0,5877"
Com Vítimas Fatais,Pleno dia,Céu Claro,Ponte,Motoneta,"0,0571","0,6169"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Motocicleta,"0,1429","0,6208"
Com Vítimas Feridas,Pleno dia,Céu Claro,Curva,Automóvel,"0,8143","0,7797"
Com Vítimas Feridas,Pleno dia,Céu Claro,Curva,Automóvel,"0,6571","0,7797"
Sem Vítimas,Pleno dia,Céu Claro,Reta,Caminhonete,"0,0857","0,8417"
Sem Vítimas,Amanhecer,Céu Claro,Reta,Caminhonete,"0,2143","0,1273"
Sem Vítimas,Amanhecer,Céu Claro,Reta,Caminhonete,"0,3286","0,1273"
Sem Vítimas,Amanhecer,Céu Claro,Reta,Caminhonete,"0,2429","0,1273"
